0.1200803112,0.031330613,0.1273768601,0.1653799914,0.1069607256,0.0823698993,0.0743959309,0.0903386418,0.0,1.0,0.0,0.0,0.0,0.1077815113,0.1509215062,0.0743942867
0.1195207582,0.0125685953,0.100973681,0.1157268127,0.133427012,0.1534714253,0.0733101629,0.170862642,0.0,1.0,0.0,0.0,0.0,0.1052378725,0.1326290912,0.1088084917
0.1267357448,0.0162644621,0.109667781,0.0806440056,0.1510741446,0.0870344781,0.0840260828,0.0841544952,0.0,1.0,0.0,0.0,0.0,0.132787743,0.1279593135,0.1008096218
0.1463927008,0.0241197916,0.1238703902,0.111808815,0.1284684908,0.1112705889,0.2038448803,0.0870907021,0.0,1.0,0.0,0.0,0.0,0.1299531919,0.187912665,0.1308211459
0.148138578,0.0196095437,0.0759518433,0.1267475513,0.0955817699,0.1041260045,0.0879893558,0.1723003178,0.0,1.0,0.0,0.0,0.0,0.1404572502,0.1804330022,0.1439960342
0.108272634,0.0185328748,0.1148461883,0.0969840323,0.0829494669,0.129968764,0.1273354948,0.1229735102,0.0,1.0,0.0,0.0,0.0,0.0995897453,0.1291816302,0.1219907712
0.1210064074,0.0117966656,0.1327000176,0.1161800768,0.1481804066,0.1220377775,0.0982566854,0.1120484125,0.0,1.0,0.0,0.0,0.0,0.1065480087,0.1303278106,0.1124502239
0.1254088818,0.0352162609,0.0682549706,0.1243130012,0.0948852776,0.1519520641,0.0851338474,0.1261624671,0.0,1.0,0.0,0.0,0.0,0.126861896,0.1769728565,0.1200473119
0.1262644104,0.0175284319,0.0754684379,0.1164803605,0.1029499453,0.1677739865,0.0961466372,0.1210316041,0.0,1.0,0.0,0.0,0.0,0.1072276439,0.1537219118,0.1282675945
0.1168803536,0.0131619286,0.1234181258,0.1122156041,0.152175254,0.1279641134,0.1529045034,0.0881025156,0.0,1.0,0.0,0.0,0.0,0.1134573285,0.1392570189,0.1067353391
0.1376899483,0.0249258181,0.1185430719,0.1202940519,0.131785129,0.093818732,0.0843174529,0.1446067871,0.0,1.0,0.0,0.0,0.0,0.1037330855,0.1547694606,0.1673180651
0.1203025931,0.0399738073,0.1240388236,0.1376800381,0.1169634024,0.1058442351,0.1581044753,0.1340703745,0.0,1.0,0.0,0.0,0.0,0.1078662404,0.1841062065,0.0740427702
0.1089036307,0.0289772674,0.0929534522,0.1157868057,0.1260119829,0.0918248314,0.0846251007,0.1304063736,0.0,1.0,0.0,0.0,0.0,0.1249125573,0.1482310746,0.0847523741
0.1260352065,0.0135079678,0.08974013,0.0998932985,0.1464093485,0.1247619923,0.1501884277,0.1033403626,0.0,1.0,0.0,0.0,0.0,0.1182632696,0.1409308252,0.1079440006
0.1320991736,0.0179583946,0.1079027017,0.1159329119,0.1518889807,0.1421309793,0.1034602617,0.1835068738,0.0,1.0,0.0,0.0,0.0,0.1388059454,0.1567003012,0.1250975991
0.1263506098,0.0227439831,0.0966184648,0.0978463098,0.1044060805,0.1163551394,0.0975765249,0.1269109144,0.0,1.0,0.0,0.0,0.0,0.1387120432,0.1560123057,0.0965765647
0.1103156957,0.0180964606,0.0783442733,0.1338150261,0.1243876338,0.1357562786,0.1468735489,0.1048232225,0.0,1.0,0.0,0.0,0.0,0.1322756999,0.1240706493,0.0930531578
0.1515446473,0.0165041067,0.1383236386,0.1069303319,0.0973704114,0.1131274501,0.0811223255,0.1300405323,0.0,1.0,0.0,0.0,0.0,0.1656078503,0.1492984555,0.1658463152
0.1418165242,0.0218860738,0.1321254566,0.141977697,0.1432455901,0.1162632411,0.0995471647,0.0852050742,0.0,1.0,0.0,0.0,0.0,0.1438032451,0.1317753559,0.1756664887
0.1292789787,0.0329377143,0.0799757213,0.2032839204,0.146966795,0.1017727729,0.1641642769,0.129624088,0.0,1.0,0.0,0.0,0.0,0.1121722066,0.185594493,0.1169831837
0.1241203496,0.0240650439,0.083751753,0.1513022684,0.1430960922,0.1505147215,0.1478785567,0.0758498278,0.0,1.0,0.0,0.0,0.0,0.1154661597,0.160655996,0.1262741711
0.1376958492,0.0278761384,0.0893096759,0.1555831165,0.1138510794,0.1510915474,0.0993814952,0.0977258928,0.0,1.0,0.0,0.0,0.0,0.1680622691,0.1624738681,0.1152124468
0.1257236122,0.0189840492,0.0822298624,0.1768759516,0.1136840707,0.089186222,0.0918246302,0.1556488813,0.0,1.0,0.0,0.0,0.0,0.1383485434,0.1495593273,0.1124610315
0.1145484813,0.024397358,0.0974118709,0.1022327696,0.1049097821,0.1435519405,0.1646999887,0.0909753037,0.0,1.0,0.0,0.0,0.0,0.0884452146,0.1379892534,0.0919367804
0.1461991737,0.0203593726,0.0901955047,0.1397965553,0.0845113383,0.1179739478,0.2169990153,0.1058910919,0.0,1.0,0.0,0.0,0.0,0.1386629039,0.1750886228,0.1191115899
0.1285628336,0.026198815,0.0877673804,0.1520678167,0.1046324734,0.0826244408,0.1184238416,0.0940866278,0.0,1.0,0.0,0.0,0.0,0.1117550591,0.1650627445,0.1403602024
0.1200800698,0.0267264548,0.0979585446,0.11485357,0.1279920672,0.1560661752,0.0894168486,0.0772328057,0.0,1.0,0.0,0.0,0.0,0.1461735609,0.1446339747,0.0826967353
0.1170133838,0.0114404464,0.1247022005,0.0885225445,0.1489691878,0.1574933834,0.1037647395,0.0967746368,0.0,1.0,0.0,0.0,0.0,0.1153413472,0.1350020176,0.1145133947
